Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1743082200,0,"2025-03-27 13:30:00",127.169998,129.339401,126.655998,129.264999,974668
1743085800,0,"2025-03-27 14:30:00",129.25,130.589996,129.119995,130.580001,1190700
1743089400,0,"2025-03-27 15:30:00",130.580001,130.904998,130.080001,130.520004,914573
1743093000,0,"2025-03-27 16:30:00",130.520004,130.820007,130.115005,130.419998,543087
1743096600,0,"2025-03-27 17:30:00",130.399993,130.669998,130.199996,130.619995,442720
1743100200,0,"2025-03-27 18:30:00",130.619995,131.910003,130.554992,131.889999,1089693
1743103800,0,"2025-03-27 19:30:00",131.899993,131.929992,131.330001,131.369995,1841398
1743105600,0,"2025-03-27 20:00:00",131.350006,131.350006,131.350006,131.350006,
1743168600,0,"2025-03-28 13:30:00",131.255004,133.460006,131.255004,131.410003,1755173
1743172200,0,"2025-03-28 14:30:00",131.434997,132.039993,131.080001,131.925003,759871
1743175800,0,"2025-03-28 15:30:00",131.925003,132.130004,131.580001,131.589996,615312
1743179400,0,"2025-03-28 16:30:00",131.585006,131.589996,131.184997,131.339996,419305
1743183000,0,"2025-03-28 17:30:00",131.350006,131.990005,131.350006,131.589996,509510
1743186600,0,"2025-03-28 18:30:00",131.556793,131.75,131.059997,131.220001,545350
1743190200,0,"2025-03-28 19:30:00",131.220001,131.410003,130.75,130.809997,940386
1743192000,0,"2025-03-28 20:00:00",130.820007,130.820007,130.820007,130.820007,
1743427800,0,"2025-03-31 13:30:00",130.809997,132.399993,130.639999,131.595001,1218890
1743431400,0,"2025-03-31 14:30:00",131.559997,132.410003,131.535003,132.264999,666119
1743435000,0,"2025-03-31 15:30:00",132.259994,132.559997,131.789993,131.975006,575244
1743438600,0,"2025-03-31 16:30:00",131.979995,132.050003,131.61,131.725006,374400
1743442200,0,"2025-03-31 17:30:00",131.720001,132.399993,131.589996,132.330001,646618
1743445800,0,"2025-03-31 18:30:00",132.324996,132.880004,131.940002,132.619995,877348
1743449400,0,"2025-03-31 19:30:00",132.625,133.199996,132.444,132.660003,1841288
1743451200,0,"2025-03-31 20:00:00",132.649993,132.649993,132.649993,132.649993,
1743514200,0,"2025-04-01 13:30:00",132.475006,132.630004,131.130996,131.529998,603536
1743517800,0,"2025-04-01 14:30:00",131.509994,132.570007,131.490005,132.119995,497416
1743521400,0,"2025-04-01 15:30:00",132.130004,132.490005,132,132,310157
1743525000,0,"2025-04-01 16:30:00",131.996398,132.11,131.660003,131.779006,326559
1743528600,0,"2025-04-01 17:30:00",131.789993,131.834304,131.320007,131.339996,388616
1743532200,0,"2025-04-01 18:30:00",131.36,131.490005,131.080001,131.490005,411748
1743535800,0,"2025-04-01 19:30:00",131.464996,131.820007,131.399993,131.679992,595800
1743537600,0,"2025-04-01 20:00:00",131.690002,131.690002,131.690002,131.690002,
1743600600,0,"2025-04-02 13:30:00",130.639999,131.529998,129.761199,131.335006,642845
1743604200,0,"2025-04-02 14:30:00",131.300003,131.869003,131.229995,131.649993,430965
1743607800,0,"2025-04-02 15:30:00",131.654998,131.774993,131.158996,131.354995,299045
1743611400,0,"2025-04-02 16:30:00",131.350097,131.839996,131.279998,131.690002,325410
1743615000,0,"2025-04-02 17:30:00",131.699996,131.850006,130.910003,130.910003,379721
1743618600,0,"2025-04-02 18:30:00",130.889999,131.690002,130.875,131.559997,477212
1743622200,0,"2025-04-02 19:30:00",131.550003,132.130004,131.5,131.904998,747517
1743624000,0,"2025-04-02 20:00:00",131.929992,131.929992,131.929992,131.929992,
1743687000,0,"2025-04-03 13:30:00",131.910003,133.639999,131.710006,132.179992,962300
1743690600,0,"2025-04-03 14:30:00",132.145004,133.149597,132.145004,132.369995,693467
1743694200,0,"2025-04-03 15:30:00",132.369995,132.589996,131.869598,132.414993,812102
1743697800,0,"2025-04-03 16:30:00",132.419998,132.5,131.815002,131.830001,522562
1743701400,0,"2025-04-03 17:30:00",131.824996,132.524993,131.824996,132.36,604616
1743705000,0,"2025-04-03 18:30:00",132.369995,132.509994,131.809997,131.896194,757152
1743708600,0,"2025-04-03 19:30:00",131.940002,131.979995,131.479995,131.630004,986081
1743710400,0,"2025-04-03 20:00:00",131.630004,131.630004,131.630004,131.630004,
1743773400,0,"2025-04-04 13:30:00",131.229995,132.399993,128.949996,129.365005,2107695
1743777000,0,"2025-04-04 14:30:00",129.330001,129.979995,127.423103,127.580001,1368942
1743780600,0,"2025-04-04 15:30:00",127.589996,128.213394,126.150001,126.165,1054278
1743784200,0,"2025-04-04 16:30:00",126.209999,126.550003,124.910003,125.625,865845
1743787800,0,"2025-04-04 17:30:00",125.61,126.504997,124.444999,124.699996,953520
1743791400,0,"2025-04-04 18:30:00",124.699996,125.489997,124,125.035003,982445
1743795000,0,"2025-04-04 19:30:00",125.04,125.889999,124.330001,124.480003,1720320
1743796800,0,"2025-04-04 20:00:00",124.440002,124.440002,124.440002,124.440002,
1744032600,0,"2025-04-07 13:30:00",122.29,126.5,120.470001,122.54,2314753
1744036200,0,"2025-04-07 14:30:00",122.61,124.269996,121.480003,121.559997,1207768
1744039800,0,"2025-04-07 15:30:00",121.525001,123.599998,121.525001,123.470001,965709
1744043400,0,"2025-04-07 16:30:00",123.474998,125.080001,122.650001,125.04,732050
1744047000,0,"2025-04-07 17:30:00",124.940101,126.129997,124.440002,125.949996,1001058
1744050600,0,"2025-04-07 18:30:00",125.940002,126.010002,124.389999,124.510002,784252
1744054200,0,"2025-04-07 19:30:00",124.514999,125.480003,124.470001,124.830001,1266673
1744056000,0,"2025-04-07 20:00:00",124.86,124.86,124.86,124.86,
1744119000,0,"2025-04-08 13:30:00",127.069999,127.959999,125.86,127.309997,1693544
1744122600,0,"2025-04-08 14:30:00",127.364997,127.692298,125.889999,125.915,857984
1744126200,0,"2025-04-08 15:30:00",125.919998,126.809997,125.550003,126.190002,606685
1744129800,0,"2025-04-08 16:30:00",126.205001,126.260002,123.949996,124.019996,650179
1744133400,0,"2025-04-08 17:30:00",123.970001,125,123.650001,123.845001,485215
1744137000,0,"2025-04-08 18:30:00",123.889999,124.819999,123.54,123.669998,708018
1744140600,0,"2025-04-08 19:30:00",123.669998,124.230003,122.059997,123.980003,1783273
1744142400,0,"2025-04-08 20:00:00",123.949996,123.949996,123.949996,123.949996,
1744205400,0,"2025-04-09 13:30:00",121.625,123.589996,120.93,122.5,1030404
1744209000,0,"2025-04-09 14:30:00",122.5,122.970001,121.260101,121.93,745284
1744212600,0,"2025-04-09 15:30:00",121.970001,122.199996,120.849998,121.535003,600896
1744216200,0,"2025-04-09 16:30:00",121.535003,127.139999,121.419998,125.904998,1292980
1744219800,0,"2025-04-09 17:30:00",126,127.760002,124.690002,125.239997,1449789
1744223400,0,"2025-04-09 18:30:00",125.239997,125.989997,124.120002,125.93,1345323
1744227000,0,"2025-04-09 19:30:00",125.934997,127.319999,125.910003,127.010002,1728438
1744228800,0,"2025-04-09 20:00:00",127.04,127.04,127.04,127.04,
1744291800,0,"2025-04-10 13:30:00",126,126.819999,124.669998,125.449996,967567
1744295400,0,"2025-04-10 14:30:00",125.489997,125.8787,124.324996,124.444999,731829
1744299000,0,"2025-04-10 15:30:00",124.459999,124.533897,122.019996,122.459999,765150
1744302600,0,"2025-04-10 16:30:00",122.455001,125.139999,122.379997,123.8441,620054
1744306200,0,"2025-04-10 17:30:00",123.855003,125.230003,123.470001,124.955001,1542983
1744309800,0,"2025-04-10 18:30:00",125,125.264999,123.599998,123.650001,2643793
1744313400,0,"2025-04-10 19:30:00",123.660003,124.569999,122.779998,124.440002,1981773
1744315200,0,"2025-04-10 20:00:00",124.5,124.5,124.5,124.5,
1744378200,0,"2025-04-11 13:30:00",126.055,127,124.04,125.730003,894870
1744381800,0,"2025-04-11 14:30:00",125.769996,126.364997,125.046798,125.36,954099
1744385400,0,"2025-04-11 15:30:00",125.309997,126.940002,125.268203,126.879997,401554
1744389000,0,"2025-04-11 16:30:00",126.889999,128.080001,126.888397,127.349998,730460
1744392600,0,"2025-04-11 17:30:00",127.389999,128.520004,127.230003,127.660003,498219
1744396200,0,"2025-04-11 18:30:00",127.68,128.050003,127.5,127.739997,777619
1744399800,0,"2025-04-11 19:30:00",127.75,127.75,126.75,126.879997,1383602
1744401600,0,"2025-04-11 20:00:00",126.879997,126.879997,126.879997,126.879997,
1744637400,0,"2025-04-14 13:30:00",127,128.330001,126.839996,127.824996,852938
1744641000,0,"2025-04-14 14:30:00",127.834999,128.499893,127.559997,127.660003,682784
1744644600,0,"2025-04-14 15:30:00",127.669998,127.980003,127.150001,127.29,666103
1744648200,0,"2025-04-14 16:30:00",127.29,127.769996,126.995002,127.639999,469439
1744651800,0,"2025-04-14 17:30:00",127.650001,128.268997,127.519996,128.115005,591029
1744655400,0,"2025-04-14 18:30:00",128.089996,128.289993,127.86,128.139999,584818
1744659000,0,"2025-04-14 19:30:00",128.139999,128.270004,127.760002,127.970001,750575
1744660800,0,"2025-04-14 20:00:00",127.959999,127.959999,127.959999,127.959999,
1744723800,0,"2025-04-15 13:30:00",127.620002,128.490005,126.339996,126.389999,907029
1744727400,0,"2025-04-15 14:30:00",126.36,126.989997,126.29,126.739997,772578
