Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1743082200,0,"2025-03-27 13:30:00",110.910003,111,109.864997,110.730003,166932
1743085800,0,"2025-03-27 14:30:00",110.730003,110.885002,110.389999,110.544998,248584
1743089400,0,"2025-03-27 15:30:00",110.558601,110.830001,110.449996,110.760002,161143
1743093000,0,"2025-03-27 16:30:00",110.739997,110.79,110.364997,110.525001,153000
1743096600,0,"2025-03-27 17:30:00",110.529998,110.739997,110.330001,110.440002,159085
1743100200,0,"2025-03-27 18:30:00",110.410102,110.949996,110.224998,110.889999,299160
1743103800,0,"2025-03-27 19:30:00",110.93,110.980003,110.699996,110.769996,225723
1743105600,0,"2025-03-27 20:00:00",110.779998,110.779998,110.779998,110.779998,
1743168600,0,"2025-03-28 13:30:00",110.980003,111.419998,110.410003,110.427497,163155
1743172200,0,"2025-03-28 14:30:00",110.440002,110.565002,109.669998,110.089996,213474
1743175800,0,"2025-03-28 15:30:00",110.114997,110.370002,109.775001,109.775001,136025
1743179400,0,"2025-03-28 16:30:00",109.819999,109.940002,109.239997,109.279998,164404
1743183000,0,"2025-03-28 17:30:00",109.294998,109.599998,109.269996,109.440002,131376
1743186600,0,"2025-03-28 18:30:00",109.43,109.849998,109.379997,109.650001,189053
1743190200,0,"2025-03-28 19:30:00",109.629997,109.970001,109.5,109.769996,384309
1743192000,0,"2025-03-28 20:00:00",109.800003,109.800003,109.800003,109.800003,
1743427800,0,"2025-03-31 13:30:00",110.080001,111.779998,108.519996,111.54,347459
1743431400,0,"2025-03-31 14:30:00",111.519996,111.730003,111.044998,111.239997,260301
1743435000,0,"2025-03-31 15:30:00",111.214996,111.245002,110.190002,110.599998,244499
1743438600,0,"2025-03-31 16:30:00",110.599998,110.769996,110.349998,110.559997,117494
1743442200,0,"2025-03-31 17:30:00",110.559997,111.059997,110.300003,110.779998,152320
1743445800,0,"2025-03-31 18:30:00",110.819999,111.384498,110.61,111.080001,197740
1743449400,0,"2025-03-31 19:30:00",111.059997,111.690002,110.819999,111.18,486072
1743451200,0,"2025-03-31 20:00:00",111.190002,111.190002,111.190002,111.190002,
1743514200,0,"2025-04-01 13:30:00",111.36,112.199996,110.419998,111.300003,344924
1743517800,0,"2025-04-01 14:30:00",111.29,112.580001,111.29,112.370002,191995
